x1,x2,x3,filename
T33,LIVB 6953 6960,donkeys,animals-10-01302.ann
T34,LIVB 7062 7069,donkeys,animals-10-01302.ann
T35,LIVB 7184 7190,donkey,animals-10-01302.ann
T36,LIVB 7825 7837,Quercus ilex,animals-10-01302.ann
T37,LIVB 7839 7855,Pinus halepensis,animals-10-01302.ann
T38,LIVB 7857 7876,Phillyrea latifolia,animals-10-01302.ann
T39,LIVB 7878 7894,Rubus ulmifolius,animals-10-01302.ann
T40,LIVB 7900 7920,Brachypodium retusum,animals-10-01302.ann
T41,LIVB 8101 8108,Q. ilex,animals-10-01302.ann
T42,LIVB 8113 8126,P. halepensis,animals-10-01302.ann
T43,LIVB 8224 8237,P. halepensis,animals-10-01302.ann
T44,LIVB 8329 8342,Ph. latifolia,animals-10-01302.ann
T45,LIVB 8347 8360,R. ulmifolius,animals-10-01302.ann
T46,LIVB 8698 8708,B. retusum,animals-10-01302.ann
T47,LIVB 8894 8909,Catalan donkeys,animals-10-01302.ann
T48,LIVB 8911 8923,Equus asinus,animals-10-01302.ann
T49,LIVB 8968 8980,Capra hircus,animals-10-01302.ann
T50,LIVB 9155 9162,donkeys,animals-10-01302.ann
T51,LIVB 9192 9197,goats,animals-10-01302.ann
T52,LIVB 9259 9266,donkeys,animals-10-01302.ann
T53,LIVB 9271 9276,goats,animals-10-01302.ann
T54,LIVB 9376 9381,goats,animals-10-01302.ann
T55,LIVB 9450 9456,barley,animals-10-01302.ann
T56,LIVB 9458 9473,Hordeum vulgare,animals-10-01302.ann
T57,LIVB 9476 9483,alfalfa,animals-10-01302.ann
T58,LIVB 9485 9500,Medicago sativa,animals-10-01302.ann
T59,LIVB 9507 9516,rye-grass,animals-10-01302.ann
T60,LIVB 9518 9535,Lolium multiﬂorum,animals-10-01302.ann
T61,LIVB 13372 13379,donkeys,animals-10-01302.ann
T62,LIVB 13501 13506,goats,animals-10-01302.ann
T63,LIVB 13591 13596,goats,animals-10-01302.ann
T64,LIVB 13677 13682,goats,animals-10-01302.ann
T65,LIVB 14921 14926,goats,animals-10-01302.ann
T66,LIVB 15012 15017,goats,animals-10-01302.ann
T67,LIVB 15104 15109,goats,animals-10-01302.ann
T68,LIVB 15311 15318,Q. ilex,animals-10-01302.ann
T69,LIVB 15348 15358,B. retusum,animals-10-01302.ann
T70,LIVB 15725 15732,Q. ilex,animals-10-01302.ann
T71,LIVB 15741 15746,goats,animals-10-01302.ann
T72,LIVB 15748 15761,P. halepensis,animals-10-01302.ann
T73,LIVB 15766 15773,Q. ilex,animals-10-01302.ann
T74,LIVB 15817 15830,Ph. latifolia,animals-10-01302.ann
T75,LIVB 15852 15862,B. retusum,animals-10-01302.ann
T76,LIVB 15886 15896,B. retusum,animals-10-01302.ann
T77,LIVB 15901 15908,Q. ilex,animals-10-01302.ann
T78,LIVB 15936 15949,Ph. latifolia,animals-10-01302.ann
T79,LIVB 16161 16174,Ph. latifolia,animals-10-01302.ann
T80,LIVB 16195 16202,Q. ilex,animals-10-01302.ann
T81,LIVB 16207 16220,R. ulmifolius,animals-10-01302.ann
T82,LIVB 16330 16340,B. retusum,animals-10-01302.ann
T83,LIVB 16526 16539,P. halepensis,animals-10-01302.ann
T84,LIVB 16623 16636,Ph. latifolia,animals-10-01302.ann
T85,LIVB 16688 16701,P. halepensis,animals-10-01302.ann
T86,LIVB 16786 16796,B. retusum,animals-10-01302.ann
T87,LIVB 16869 16876,Q. ilex,animals-10-01302.ann
T88,LIVB 16990 16997,Q. ilex,animals-10-01302.ann
T89,LIVB 17037 17047,B. retusum,animals-10-01302.ann
T90,LIVB 17212 17225,P. halepensis,animals-10-01302.ann
T91,LIVB 17264 17274,B. retusum,animals-10-01302.ann
T92,LIVB 17304 17317,Ph. latifolia,animals-10-01302.ann
T93,LIVB 17422 17435,Ph. latifolia,animals-10-01302.ann
T94,LIVB 17485 17492,Q. ilex,animals-10-01302.ann
T95,LIVB 17542 17552,B. retusum,animals-10-01302.ann
T96,LIVB 17965 17979,Ph.  latifolia,animals-10-01302.ann
T97,LIVB 18041 18055,P.  halepensis,animals-10-01302.ann
T98,LIVB 18141 18152,B.  retusum,animals-10-01302.ann
T99,LIVB 18226 18233,Q. ilex,animals-10-01302.ann
T100,LIVB 18352 18359,Q. ilex,animals-10-01302.ann
T101,LIVB 18401 18411,B. retusum,animals-10-01302.ann
T102,LIVB 18579 18592,P. halepensis,animals-10-01302.ann
T103,LIVB 18632 18642,B. retusum,animals-10-01302.ann
T104,LIVB 18673 18686,Ph. latifolia,animals-10-01302.ann
T105,LIVB 18792 18805,Ph. latifolia,animals-10-01302.ann
T106,LIVB 18857 18864,Q. ilex,animals-10-01302.ann
T107,LIVB 18915 18925,B. retusum,animals-10-01302.ann
T108,LIVB 19308 19315,Q. ilex,animals-10-01302.ann
T109,LIVB 19375 19385,B. retusum,animals-10-01302.ann
T110,LIVB 19782 19789,Q. ilex,animals-10-01302.ann
T111,LIVB 19866 19876,B. retusum,animals-10-01302.ann
T112,LIVB 19883 19896,R. ulmifolius,animals-10-01302.ann
T113,LIVB 20053 20060,Q. ilex,animals-10-01302.ann
T114,LIVB 20088 20095,Q. ilex,animals-10-01302.ann
T115,LIVB 20262 20269,Q. ilex,animals-10-01302.ann
T116,LIVB 20297 20310,R. ulmifolius,animals-10-01302.ann
T117,LIVB 20545 20558,P. halepensis,animals-10-01302.ann
T118,LIVB 20580 20587,Q. ilex,animals-10-01302.ann
T119,LIVB 20660 20673,P. halepensis,animals-10-01302.ann
T120,LIVB 20737 20750,Ph. latifolia,animals-10-01302.ann
T121,LIVB 21129 21139,B. retusum,animals-10-01302.ann
T122,LIVB 21465 21489,Ampelodesmos mauritanica,animals-10-01302.ann
T123,LIVB 21556 21562,horses,animals-10-01302.ann
T124,LIVB 21665 21670,goats,animals-10-01302.ann
T125,LIVB 21795 21800,goats,animals-10-01302.ann
T126,LIVB 21814 21821,donkeys,animals-10-01302.ann
T127,LIVB 22759 22764,goats,animals-10-01302.ann
T128,LIVB 22769 22776,donkeys,animals-10-01302.ann
T129,LIVB 22913 22920,donkeys,animals-10-01302.ann
T130,LIVB 22925 22930,goats,animals-10-01302.ann
T131,LIVB 23088 23098,B. retusum,animals-10-01302.ann
T132,LIVB 23157 23170,P. halepensis,animals-10-01302.ann
T133,LIVB 23559 23565,donkey,animals-10-01302.ann
T134,LIVB 25020 25040,"Lasanta-Martínez, T.",animals-10-01302.ann
T135,LIVB 26190 26200,dairy goat,animals-10-01302.ann
T136,LIVB 26990 26998,Plaixats,animals-10-01302.ann
T137,LIVB 27037 27042,sheep,animals-10-01302.ann
T138,LIVB 27047 27052,goats,animals-10-01302.ann
T139,LIVB 27342 27349,Calleja,animals-10-01302.ann
T140,LIVB 27357 27363,Escolà,animals-10-01302.ann
T141,LIVB 27369 27377,Carvalho,animals-10-01302.ann
T142,LIVB 27383 27392,Forcadell,animals-10-01302.ann
T143,LIVB 27674 27681,Calleja,animals-10-01302.ann
T144,LIVB 27698 27711,boom and bust,animals-10-01302.ann
T145,LIVB 27995 28027,Armerio-Festucetum trachyphyllae,animals-10-01302.ann
T146,LIVB 28319 28340,"Bartolomé-Filella, J.",animals-10-01302.ann
T147,LIVB 28342 28364,Josep Broncano-Atienza,animals-10-01302.ann
T148,LIVB 28370 28388,Plaixats-Boixadera,animals-10-01302.ann
T149,LIVB 28603 28610,donkeys,animals-10-01302.ann
T150,LIVB 28616 28631,Shetland ponies,animals-10-01302.ann
T151,LIVB 28720 28727,Mairata,animals-10-01302.ann
T152,LIVB 28733 28741,Frontera,animals-10-01302.ann
T153,LIVB 28758 28763,Jaume,animals-10-01302.ann
T154,LIVB 28769 28774,Cifre,animals-10-01302.ann
T155,LIVB 29473 29489,El-Amine Henaoui,animals-10-01302.ann
T156,LIVB 29658 29669,"Ne’eman, G.",animals-10-01302.ann
T157,LIVB 29671 29678,Goubitz,animals-10-01302.ann
T158,LIVB 29684 29690,Nathan,animals-10-01302.ann
T159,LIVB 29718 29734,Pinus halepensis,animals-10-01302.ann
T160,LIVB 29821 29829,Goudelis,animals-10-01302.ann
T161,LIVB 29835 29843,Ganatsas,animals-10-01302.ann
T162,LIVB 29851 29857,Spanos,animals-10-01302.ann
T163,LIVB 29863 29868,Karpi,animals-10-01302.ann
T164,LIVB 30392 30404,Vilà-Cabrera,animals-10-01302.ann
T165,LIVB 30410 30419,Saura-Mas,animals-10-01302.ann
T166,LIVB 30757 30766,Litviatis,animals-10-01302.ann
T167,LIVB 31129 31135,Cosyns,animals-10-01302.ann
T168,LIVB 31141 31150,Deconinck,animals-10-01302.ann
T169,LIVB 31156 31162,Lamoot,animals-10-01302.ann
T170,LIVB 31168 31178,Zwaenepoel,animals-10-01302.ann
T171,LIVB 31474 31480,Horses,animals-10-01302.ann
T172,LIVB 31482 31487,Sheep,animals-10-01302.ann
T173,LIVB 31492 31497,Goats,animals-10-01302.ann
T174,LIVB 32063 32072,Bartolomé,animals-10-01302.ann
T175,LIVB 32078 32084,Baraza,animals-10-01302.ann
T176,LIVB 32090 32094,Rita,animals-10-01302.ann
T177,LIVB 32100 32107,Serrano,animals-10-01302.ann
T178,LIVB 32113 32119,Pareja,animals-10-01302.ann
T179,LIVB 32233 32250,cabra mallorquina,animals-10-01302.ann
T180,LIVB 32493 32499,Pieper,animals-10-01302.ann
T181,LIVB 32628 32640,Papachristou,animals-10-01302.ann
T182,LIVB 32648 32654,Nastis,animals-10-01302.ann
T183,LIVB 32878 32890,"Decandia, M.",animals-10-01302.ann
T184,LIVB 32892 32897,Molle,animals-10-01302.ann
T185,LIVB 32903 32909,Sitzia,animals-10-01302.ann
T186,LIVB 32915 32922,Cabiddu,animals-10-01302.ann
T187,LIVB 32928 32932,Ruiu,animals-10-01302.ann
T188,LIVB 32938 32945,Pampiro,animals-10-01302.ann
T189,LIVB 32951 32957,Pintus,animals-10-01302.ann
T190,LIVB 33047 33052,goats,animals-10-01302.ann
T191,LIVB 33563 33570,Sardans,animals-10-01302.ann
T192,LIVB 33677 33693,Pinus halepensis,animals-10-01302.ann
T193,LIVB 33698 33710,Quercus ilex,animals-10-01302.ann
T194,LIVB 33767 33788,"Recuero Carretero, C.",animals-10-01302.ann
T195,LIVB 33790 33800,Díaz Lanza,animals-10-01302.ann
T196,LIVB 33808 33827,Fernández Matellano,animals-10-01302.ann
T197,LIVB 33833 33848,Rumbero Sánchez,animals-10-01302.ann
T198,LIVB 33854 33874,Villaescusa Castillo,animals-10-01302.ann
T199,LIVB 33905 33928,"Phillyrea latifolia, L.",animals-10-01302.ann
T200,LIVB 34025 34031,Duncan,animals-10-01302.ann
T201,LIVB 34064 34070,Gakahu,animals-10-01302.ann
T202,LIVB 34144 34150,bovids,animals-10-01302.ann
T203,LIVB 34284 34291,Catorci,animals-10-01302.ann
T204,LIVB 34297 34302,Gatti,animals-10-01302.ann
T205,LIVB 34308 34317,Cesaretti,animals-10-01302.ann
T206,LIVB 34331 34336,sheep,animals-10-01302.ann
T207,LIVB 34341 34346,horse,animals-10-01302.ann
T208,LIVB 34478 34489,Alonso-Díaz,animals-10-01302.ann
T209,LIVB 34497 34510,Torres-Acosta,animals-10-01302.ann
T210,LIVB 34804 34809,goats,animals-10-01302.ann
T0,LIVB 8768 8774,cattle,bg-14-2069-2017.ann
T1,LIVB 8779 8784,sheep,bg-14-2069-2017.ann
T2,LIVB 9627 9632,rye- ,bg-14-2069-2017.ann
T3,LIVB 9639 9653,Lolium perenne,bg-14-2069-2017.ann
T4,LIVB 9667 9679,white clover,bg-14-2069-2017.ann
T5,LIVB 9681 9697,Trifolium repens,bg-14-2069-2017.ann
T6,LIVB 14205 14214,Heifers  ,bg-14-2069-2017.ann
T7,LIVB 19514 19519,sheep,bg-14-2069-2017.ann
T8,LIVB 25939 25955,Trifolium repens,bg-14-2069-2017.ann
T9,LIVB 27228 27250,Methane ﬂuxes (FCCH4 ),bg-14-2069-2017.ann
T10,LIVB 44196 44207,Easter Bush,bg-14-2069-2017.ann
T11,LIVB 47240 47247,C ﬂuxes,bg-14-2069-2017.ann
T12,LIVB 55642 55647,sheep,bg-14-2069-2017.ann
T13,LIVB 74182 74187,sheep,bg-14-2069-2017.ann
T14,LIVB 74192 74197,lambs,bg-14-2069-2017.ann
T15,LIVB 76162 76167,sheep,bg-14-2069-2017.ann
T16,LIVB 76257 76261,ewes,bg-14-2069-2017.ann
T17,LIVB 85375 85379,Ball,bg-14-2069-2017.ann
T18,LIVB 85388 85393,Jones,bg-14-2069-2017.ann
T19,LIVB 85425 85430,Groot,bg-14-2069-2017.ann
T20,LIVB 85485 85492,Ceschia,bg-14-2069-2017.ann
T21,LIVB 85551 85558,Abdalla,bg-14-2069-2017.ann
T22,LIVB 86223 86250,Spektrum akademischerVerlag,bg-14-2069-2017.ann
T23,LIVB 86794 86801,Ceschia,bg-14-2069-2017.ann
T24,LIVB 86841 86849,Gianelle,bg-14-2069-2017.ann
T25,LIVB 87870 87874,Kana,bg-14-2069-2017.ann
T26,LIVB 91653 91662,Pilegaard,bg-14-2069-2017.ann
T27,LIVB 94629 94636,Ceschia,bg-14-2069-2017.ann
T28,LIVB 96707 96720,Kuylenstierna,bg-14-2069-2017.ann
T29,LIVB 96730 96735,Stock,bg-14-2069-2017.ann
T30,LIVB 97810 97816,Janous,bg-14-2069-2017.ann
T31,LIVB 97833 97840,Laurila,bg-14-2069-2017.ann
T32,LIVB 97846 97852,Lohila,bg-14-2069-2017.ann
T33,LIVB 98176 98183,Vaccari,bg-14-2069-2017.ann
T34,LIVB 98189 98195,Vesala,bg-14-2069-2017.ann
T35,LIVB 99093 99099,willow,bg-14-2069-2017.ann
T36,LIVB 99101 99111,Salix spp.,bg-14-2069-2017.ann
T37,LIVB 99248 99256,Schipper,bg-14-2069-2017.ann
T38,LIVB 100023 100044,"Thiruchittampalam, B.",bg-14-2069-2017.ann
T39,LIVB 100074 100083,Valentini,bg-14-2069-2017.ann
T40,LIVB 100168 100176,Watten- ,bg-14-2069-2017.ann
T41,LIVB 100186 100193,Nabuurs,bg-14-2069-2017.ann
T42,LIVB 100234 100238,Gach,bg-14-2069-2017.ann
T43,LIVB 100825 100837,"Famulari, D.",bg-14-2069-2017.ann
T44,LIVB 100933 100938,Ambus,bg-14-2069-2017.ann
T45,LIVB 101216 101223,Laurila,bg-14-2069-2017.ann
T46,LIVB 101229 101235,Aurela,bg-14-2069-2017.ann
T47,LIVB 101252 101275,Zechmeister-Boltenstern,bg-14-2069-2017.ann
T48,LIVB 102506 102514,Böttcher,bg-14-2069-2017.ann
T49,LIVB 102533 102543,Bustamante,bg-14-2069-2017.ann
T50,LIVB 102549 102556,Ahammad,bg-14-2069-2017.ann
T51,LIVB 102644 102656,Robledo Abad,bg-14-2069-2017.ann
T52,LIVB 102662 102674,Romanovskaya,bg-14-2069-2017.ann
T53,LIVB 103009 103017,Soussana,bg-14-2069-2017.ann
T54,LIVB 103026 103033,Loiseau,bg-14-2069-2017.ann
T55,LIVB 103039 103047,Vuichard,bg-14-2069-2017.ann
T56,LIVB 103053 103060,Ceschia,bg-14-2069-2017.ann
T57,LIVB 104137 104143,Little,bg-14-2069-2017.ann
T58,LIVB 105165 105169,Pi- ,bg-14-2069-2017.ann
T59,LIVB 105182 105188,Vesala,bg-14-2069-2017.ann
T60,LIVB 105777 105784,Herbage,bg-14-2069-2017.ann
T61,LIVB 105812 105831,Grazing Beef-Cattle,bg-14-2069-2017.ann
T0,LIVB 10173 10179,cattle,Charteris et al_Final.ann
T1,LIVB 14177 14190,Middle Ffridd,Charteris et al_Final.ann
T2,LIVB 14424 14443,Welsh Mountain ewes,Charteris et al_Final.ann
T3,LIVB 14706 14713,bracken,Charteris et al_Final.ann
T4,LIVB 14715 14734,Pteridium aquilinum,Charteris et al_Final.ann
T5,LIVB 14824 14846,Ulex   173   europaeus,Charteris et al_Final.ann
T6,LIVB 14919 14940,Festuca   174   ovina,Charteris et al_Final.ann
T7,LIVB 14943 14963,Agrostris capillaris,Charteris et al_Final.ann
T8,LIVB 14966 14981,Galium saxatile,Charteris et al_Final.ann
T9,LIVB 15002 15016,Lolium perenne,Charteris et al_Final.ann
T10,LIVB 15027 15046,Cynosurus cristatus,Charteris et al_Final.ann
T11,LIVB 17730 17744,Lolium perenne,Charteris et al_Final.ann
T12,LIVB 17804 17832,Agrostis   206   stolonifera,Charteris et al_Final.ann
T13,LIVB 17837 17851,Holcus lanatus,Charteris et al_Final.ann
T14,LIVB 18066 18075,Suffolk x,Charteris et al_Final.ann
T15,LIVB 18076 18085,Mule ewes,Charteris et al_Final.ann
T16,LIVB 18115 18120,Texel,Charteris et al_Final.ann
T17,LIVB 61047 61052,sheep,Charteris et al_Final.ann
T18,LIVB 62806 62811,sheep,Charteris et al_Final.ann
T19,LIVB 71261 71268,Mapfumo,Charteris et al_Final.ann
T20,LIVB 71274 71279,Malhi,Charteris et al_Final.ann
T21,LIVB 71300 71308,Chanasyk,Charteris et al_Final.ann
T22,LIVB 71597 71602,sheep,Charteris et al_Final.ann
T23,LIVB 71607 71613,cattle,Charteris et al_Final.ann
T24,LIVB 71901 71906,sheep,Charteris et al_Final.ann
T25,LIVB 71913 71919,cattle,Charteris et al_Final.ann
T26,LIVB 72259 72266,Passant,Charteris et al_Final.ann
T27,LIVB 72274 72282,Richmond,Charteris et al_Final.ann
T28,LIVB 72299 72313,Thistlethwaite,Charteris et al_Final.ann
T29,LIVB 73123 73134,Misselbrook,Charteris et al_Final.ann
T30,LIVB 75340 75348,Decandia,Charteris et al_Final.ann
T31,LIVB 77164 77173,Pilegaard,Charteris et al_Final.ann
T32,LIVB 77297 77302,Groot,Charteris et al_Final.ann
T33,LIVB 77318 77327,Domingues,Charteris et al_Final.ann
T34,LIVB 77335 77341,Kasper,Charteris et al_Final.ann
T35,LIVB 80927 80936,cow urine,Charteris et al_Final.ann
T36,LIVB 82184 82190,Beusen,Charteris et al_Final.ann
T37,LIVB 83018 83031,Norway spruce,Charteris et al_Final.ann
T38,LIVB 85570 85578,Schipper,Charteris et al_Final.ann
T39,LIVB 87156 87171,North Wyke Farm,Charteris et al_Final.ann
T40,LIVB 87390 87409,"Pardo-Igúzquiza, E.",Charteris et al_Final.ann
T41,LIVB 90055 90062,Jokinen,Charteris et al_Final.ann
T42,LIVB 90089 90099,Mammarella,Charteris et al_Final.ann
T43,LIVB 90105 90112,Peltola,Charteris et al_Final.ann
T44,LIVB 90118 90126,Pihlatie,Charteris et al_Final.ann
T45,LIVB 90134 90141,Hyvönen,Charteris et al_Final.ann
T46,LIVB 90147 90151,Räty,Charteris et al_Final.ann
T47,LIVB 90157 90166,Haapanala,Charteris et al_Final.ann
T48,LIVB 90172 90180,Zahniser,Charteris et al_Final.ann
T49,LIVB 90215 90226,Martikainen,Charteris et al_Final.ann
T50,LIVB 118304 118312,Cardenas,Charteris et al_Final.ann
T51,LIVB 118358 118365,Donovan,Charteris et al_Final.ann
T52,LIVB 118373 118381,Gilhespy,Charteris et al_Final.ann
T53,LIVB 118730 118738,Cardenas,Charteris et al_Final.ann
T54,LIVB 120995 121013,"Pardo-Igúzquiza,  ",Charteris et al_Final.ann
T0,LIVB 8915 8943,Lolio-Cynosuretum  1778  A.,Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T1,LIVB 9015 9029,Agrostis spec.,Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T2,LIVB 9031 9049,Dactylis glomerata,Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T3,LIVB 9051 9065,Lolium perenne,Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T4,LIVB 9067 9082,Phleum pratense,Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T5,LIVB 9084 9093,Poa spec.,Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T6,LIVB 9095 9114,"Taraxacum oﬃcinale,",Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T7,LIVB 9115 9131,Trifolium repens,Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T8,LIVB 9227 9233,cattle,Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T9,LIVB 9235 9257,Simmental suckler cows,Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T10,LIVB 25055 25077,"Eusterhues K, Rumpel C",Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T11,LIVB 29102 29109,paddock,Effect of grazing intensity and soil characteristics on soil organic carbon and nitrogen stocks in a temperate long term grassland.ann
T0,LIVB 1316 1323,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T1,LIVB 1325 1340,Medicago sativa,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T2,LIVB 6676 6683,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T3,LIVB 6685 6700,Medicago sativa,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T4,LIVB 9527 9534,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T5,LIVB 9569 9577,sainfoin,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T6,LIVB 9579 9601,Onobrychis viciifoilia,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T7,LIVB 15014 15021,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T8,LIVB 15025 15033,sainfoin,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T9,LIVB 15595 15607,winter wheat,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T10,LIVB 15636 15649,spring barley,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T11,LIVB 15656 15666,sugar beet,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T12,LIVB 15671 15681,winter rye,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T13,LIVB 15726 15738,winter beans,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T14,LIVB 15861 15868,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T15,LIVB 16259 16267,potatoes,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T16,LIVB 16627 16635,potatoes,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T17,LIVB 16639 16649,sugar beet,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T18,LIVB 17106 17113,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T19,LIVB 30962 30969,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T20,LIVB 40576 40583,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T21,LIVB 45683 45690,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T22,LIVB 48558 48565,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T23,LIVB 48637 48644,Lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T24,LIVB 48876 48883,lucerne,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T25,LIVB 56180 56193,spring barley,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T26,LIVB 60008 60019,"Poeplau, C.",European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T27,LIVB 60078 60096,perennial ryegrass,European J Soil Science - 2017 - Johnston - Changes in soil organic matter over 70 years in continuous arable and ley.ann
T0,LIVB 153 170,grass-clover leys,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T1,LIVB 7013 7026,Loaiza Puerta,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T2,LIVB 9258 9275,grass-clover leys,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T3,LIVB 15333 15347,winter cereals,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T4,LIVB 15359 15371,winter wheat,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T5,LIVB 15373 15390,Triticum aestivum,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T6,LIVB 15393 15406,winter barley,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T7,LIVB 15408 15423,Hordeum vulgare,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T8,LIVB 15429 15441,oilseed rape,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T9,LIVB 15443 15457,Brassica napus,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T10,LIVB 15494 15506,spring wheat,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T11,LIVB 15511 15517,barley,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T12,LIVB 15522 15528,field ,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T13,LIVB 15528 15533,beans,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T14,LIVB 15535 15553,Phaseolus vulgaris,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T15,LIVB 15665 15681,Trifolium repens,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T16,LIVB 15686 15704,Trifolium pratense,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T17,LIVB 15721 15729,ryegrass,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T18,LIVB 15731 15747,Lol- ium perenne,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T19,LIVB 18193 18196,ley,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
T20,LIVB 18250 18256,barley,European J Soil Science - 2020 - Zani - Grazed temporary grass_E2_80_90clover leys in crop rotations can have a positive impact on.ann
